streetAddress,yearBuilt,homeAge_years,livingAreaSqFt,numOfBedrooms,numOfBathrooms
1406 E 2nd St,2008,13,1387,3,2.0
1407 Parkinson Dr UNIT 2,2017,4,1073,2,2.0
1704 Alameda Dr,1936,85,1268,3,1.0
500 E Riverside Dr APT 108,1971,50,793,2,2.0
1100 Upland Dr,2007,14,1761,2,3.0
1407 Alameda Dr,2009,12,3714,4,4.0
212 W Live Oak St,2012,9,2575,3,4.0
209 Academy Dr APT 1,1950,71,1158,2,1.0
709 E Live Oak St,1940,81,986,2,1.0
1709 Willow St,1917,104,804,2,1.0
2107 Kenwood Ave,1946,75,1910,3,2.0
1700 Eva St,1920,101,1198,2,2.0
1407 E 3rd St,1930,91,804,2,1.0
519 Pecan Grove Rd,1927,94,1170,2,2.0
1914 Haskell St,1931,90,1050,2,1.0
1906 Haskell St,1942,79,1308,3,2.0
314 W Milton St,2017,4,2238,3,3.0
702 Wickford Cir,1963,58,1911,5,2.0
2108 Brackenridge St #B,2016,5,1825,3,3.0
809 Rutherford Pl,1985,36,2299,3,3.0
308 Leland St,1951,70,720,2,1.0
1704 E Side Dr,2013,8,3663,4,5.0
1811 Canterbury St,1930,91,1068,3,2.0
1605 Chelsea Ln #2,2018,3,1100,2,3.0
507 E Monroe St,1926,95,1977,3,2.0
1908 Travis Heights Blvd #A,1940,81,1444,3,2.0
1707 Newning Ave,1941,80,2028,3,2.0
1907 Holly St,2019,2,2330,4,3.0
808 Rutherford Pl,1942,79,1234,2,1.0
2215 Rebel Rd,1955,66,2350,3,4.0
508 E Mary St,1931,90,2798,4,3.0
1310 E 2nd St,1915,106,2403,7,7.0
705 E Monroe St #A,2014,7,2653,3,3.0
2109 Travis Heights Blvd,1950,71,1420,3,2.0
2301 Rebel Rd,2020,1,3409,4,4.0
64 San Marcos St,1941,80,600,1,1.0
2207 Rebel Rd,2019,2,4093,5,6.0
1600 Sunnyvale St,1964,57,2574,3,3.0
1225 Hillside Ave,2018,3,2464,3,4.0
1303 E 2nd St,1920,101,1058,2,1.0
911 Daniel Dr,1950,71,1150,2,1.0
1200 E 2nd St,1907,114,1572,4,2.0
212 Le Grande Ave,1938,83,989,2,1.0
202 Attayac St,1933,88,768,2,1.0
515 E Mary St,1930,91,1088,2,2.0
2108 Kenwood Ave,1939,82,2050,3,2.0
1505 Oak Heights Dr,1999,22,2434,3,3.0
1225 Hillside Ave APT 3,2018,3,2464,3,4.0
1208 Hillside Ave,2012,9,2497,3,3.0
1608 Eva St,2008,13,2716,4,3.5
2215 Post Rd APT 2012,1981,40,977,2,2.0
1308 Hillside Ave,1999,22,1495,3,3.0
1116 E 3rd St,2020,1,1600,3,3.0
1704 Taylor Gaines St,1956,65,1892,3,2.0
1918 E Side Dr,1984,37,3466,4,4.0
1806 Riverview St,1928,93,480,1,1.0
46 Chicon St,1910,111,735,1,1.0
506 Leland St,2019,2,3246,4,4.0
1025 Bonham Ter,1952,69,2072,4,3.0
508 Leland St,2019,2,3246,4,4.0
510 Leland St,1943,78,1713,2,3.0
1003 E 3rd St,1999,22,1500,2,2.0
1502 Bellaire Dr,1958,63,2038,3,2.0
1709 Haskell St,2008,13,1325,3,2.0
1105 E Riverside Dr,2005,16,2853,4,3.0
1603 Summit St,1978,43,2162,4,4.0
1705 Haskell St,1928,93,1532,2,2.0
1318 Tinnin Ford Rd,2018,3,2808,4,5.0
1618 Garden St,1935,86,1470,3,3.0
53 Chalmers Ave,1945,76,1333,3,2.0
2103 Newton St,1951,70,1750,3,2.0
1611 Taylor Gaines St,1978,43,1956,3,2.0
1411 Alta Vista Ave,2014,7,2970,3,3.0
2118 Brackenridge St #1,2014,7,2399,3,3.0
1612 Parker Ln,1950,71,912,3,0.0
1623 Garden St,1920,101,1067,2,2.0
2020 S Congress Ave APT 1123,1964,57,493,1,1.0
1806 Haskell St,1928,93,951,2,1.0
1018 Harwood Pl,2004,17,3344,4,4.0
310 W Monroe St,2019,2,3091,4,5.0
1510 Newton St,2014,7,2799,4,4.0
1611 Drake Ave,1927,94,1193,3,2.0
1604 Haskell St,1941,80,1224,3,1.0
106 E Gibson St,1927,94,1050,1,1.0
1100 S 2nd St,1948,73,1811,3,3.0
2000 Wilson St,1998,23,2523,4,3.0
518 Sunny Ln,2004,17,4376,4,6.0
406 W Milton St,2018,3,3013,4,4.0
1811 Drake Ave,1939,82,1216,3,1.0
1621 Holly St,1938,83,1512,3,3.0
1007 Willow St,1906,115,1722,3,2.0
2012 Wilson St,2019,2,3062,4,4.0
1617 Holly St,1948,73,2012,4,3.0
2008 Riverview St #B,2007,14,1047,1,2.0
1809 Eva St,2006,15,2787,4,3.0
1305 E 6th St APT 1,2007,14,1355,2,2.0
1305 Loma Dr,1968,53,2269,4,3.0
1906 Eva St,1911,110,1538,3,2.0
206 E Live Oak St UNIT C,2017,4,2155,2,4.0
1904 Newton St #A,2007,14,2323,3,3.0
1208 Woodland Ave #A,2015,6,1796,3,3.0
1806 Travis Heights Blvd,1937,84,1324,3,1.0
1499 Inglewood St #1,2019,2,1609,3,3.0
1915 Brackenridge St,1973,48,1365,2,3.0
1906 Newton St,1939,82,688,2,1.0
66 Comal St,1945,76,1034,2,2.0
401 Lockhart Dr,1933,88,1480,2,2.0
1406 Nickerson St,1938,83,2016,3,3.0
1101 Summit St,2019,2,2139,4,3.0
1406 Tinnin Ford Rd,2017,4,2769,4,5.0
403 W Mary St,1951,70,810,2,1.0
504 Sunrise Cir,2016,5,2892,4,4.0
1402 Haskell St,1921,100,949,2,2.0
1402 Parker Ln APT 12,2007,14,1368,2,3.0
503 Sunset Cir,1955,66,1673,3,2.0
1502 Haskell St,2020,1,2281,4,3.0
1404 Haskell St UNIT A,1930,91,1742,3,2.0
1501 Inglewood St,1940,81,1360,2,1.0
1802 Eva St,2005,16,1928,3,2.0
1204 Summit St,1950,71,2200,3,2.0
507 E Live Oak St,1930,91,1684,3,2.0
1405 Holly St,1942,79,912,2,1.0
1101 Manlove St,1948,73,1863,4,4.0
504 E Annie St,2012,9,2860,4,3.0
66 Navasota St,1934,87,960,2,1.5
2215 Alta Vista Ave,1962,59,1261,2,2.0
1607 Drake Ave,2015,6,2509,4,3.0
2001 Alta Vista Ave,1940,81,2486,3,2.0
1809 Sylvan Dr,1962,59,1804,4,2.0
1204 Reagan Ter,2020,1,3360,4,0.0
1804 Newton St,2004,17,1474,3,2.0
303 W Annie St,2008,13,2278,3,3.0
307 W Annie St,1940,81,2291,3,2.0
2113 Brooklyn St,2004,17,1829,3,4.0
1202 Canterbury St,2013,8,1113,2,2.0
402 W Milton St,2019,2,2568,3,4.0
1400 Canterbury St #A,1920,101,2089,3,3.0
409 W Annie St,1912,109,1530,4,2.0
1904 Matagorda St,1964,57,1774,4,2.0
1102 Woodland Ave,1932,89,1204,2,2.0
1708 Nickerson St,1914,107,1954,4,2.0
1307 E Cesar Chavez St,1910,111,1798,6,3.0
310 Le Grande Ave,1941,80,1624,3,2.0
904 Avondale Rd,1949,72,594,1,1.0
2105 Brooklyn St,2007,14,1471,2,2.0
515 Leland St,1929,92,994,2,1.0
1810 Nickerson St,1930,91,1750,3,2.0
1109 Mission Rdg,1947,74,2384,3,3.0
1806 Nickerson St,1945,76,1188,2,2.0
2111 Brackenridge St #A,2015,6,1732,2,3.0
1305 Kenwood Ave,1987,34,2059,4,3.0
1308 Tinnin Ford Rd UNIT 1,2018,3,2660,4,5.0
2115 Brackenridge St,2017,4,2310,4,3.0
2117 Brackenridge St,2018,3,2350,3,4.0
1203 Kenwood Ave,2017,4,3400,4,5.0
1613 Travis Heights Blvd,1936,85,2300,4,3.0
1313 Kenwood Ave,2014,7,2474,3,3.0
2021 Travis Heights Blvd,1931,90,2302,3,3.0
908 Bonham Ter,1943,78,676,1,1.0
1316 Bonham Ter,1946,75,998,2,1.0
1310 S 1st St SUITE 310,2001,20,1822,2,2.0
1123 Gillespie Pl,1946,75,1269,2,2.0
405 W Monroe St,1935,86,1392,2,2.0
1201 Willow St,2020,1,1446,3,3.0
1012 Milam Pl,2017,4,2323,4,3.0
1604 Travis Heights Blvd,1932,89,2716,3,3.0
1304 Kenwood Ave,1959,62,750,2,1.0
1700 Fawn Dr,1966,55,2513,5,3.0
2018 Kenwood Ave,1947,74,2598,4,3.0
1005 S 3rd St,2020,1,3222,4,4.0
504 Pecan Grove Rd,1951,70,2389,4,3.0
1112 Mariposa Dr,1951,70,2339,3,2.0
1505 Betty Jo Dr,1958,63,1319,2,2.0
1205 Travis Heights Blvd,2006,15,3402,3,4.0
1006 Avondale Rd,1945,76,2503,5,3.0
1809 Newton St #8A-1,2020,1,1100,2,3.0
1200 Kenwood Ave,1948,73,928,2,1.0
2007 Riverview St,1937,84,720,3,1.0
2005 Riverview St,1935,86,900,2,1.0
1213 Canterbury St,1940,81,1699,4,2.0
703 Bouldin Ave,2013,8,2225,3,3.0
2213 Lindell Ave,1931,90,1242,3,2.0
2101 Nickerson St,2020,1,2514,3,4.0
2103 Nickerson St,1937,84,1575,3,2.0
1705 Deerfield Dr,1965,56,2510,3,2.0
1703 Deerfield Dr,1964,57,2318,5,4.0
206 W Milton St #B,1948,73,836,1,1.0
2100 Glendale Pl #A,2014,7,1725,3,2.0
1807 Parker Ln,1964,57,3480,4,3.0
1507 Chelsea Ln,2020,1,3200,4,6.0
1509 Chelsea Ln,2020,1,3021,4,5.0
1613 Willow St #B,2015,6,980,2,2.0
1201 Summit St #2,2020,1,1092,2,3.0
1310 Newning Ave APT C,2005,16,1503,2,3.0
1118 Gillespie Pl,1952,69,2510,4,4.0
1117 Reagan Ter,1949,72,2028,2,2.0
1115 Reagan Ter,1942,79,3219,4,3.0
1520 Parker Ln #B,2015,6,1556,3,2.0
1902 1/2 Garden St,1920,101,492,1,1.0
1214 Holly St,1932,89,468,2,1.0
1008 Harwood Pl,1948,73,2250,4,2.0
1201 Taylor St,2007,14,1414,2,3.0
1308 1/2 Travis Heights Blvd,1984,37,1792,3,2.0
1911 Fairlawn Ln,1962,59,1682,4,2.0
2208 Euclid Ave,2020,1,2887,4,4.0
1707 Eva St,2011,10,2575,4,3.0
2107 Glendale Pl,2007,14,2412,4,4.0
901 Bouldin Ave #B,2016,5,1990,3,3.0
1106 Manlove St,2017,4,2194,3,3.0
1810 Travis Heights Blvd,1938,83,1707,3,2.0
1217 Taylor St,1939,82,640,2,1.0
1209 Taylor St,1928,93,900,3,1.0
1806 Kenwood Ave,1932,89,1205,2,2.0
1604 Alta Vista Ave,1937,84,2108,3,2.0
1204 Haskell St,1940,81,708,2,2.0
1505 Alta Vista Ave,1932,89,2469,3,3.0
2012 Travis Heights Blvd,1938,83,1309,2,2.0
1106 Fairmount Ave,1946,75,2328,4,3.0
1915 Haskell St,1930,91,1787,3,3.0
1810 Woodland Ave,1960,61,2654,3,3.0
904 E Monroe St,1950,71,1788,2,3.0
1910 Holly St,1937,84,1326,4,2.0
318 Le Grande Ave,2008,13,4000,4,4.0
1207 Alta Vista Ave,1941,80,1900,2,2.0
1110 Fairmount Ave,2018,3,2670,5,4.0
1506 Travis Heights Blvd,1923,98,1530,3,2.0
2102 Alta Vista Ave,1933,88,1100,2,1.0
1014 Willow St,1910,111,2184,4,3.0
1305 Holly St,1934,87,1465,2,1.0
1016 Willow St,1907,114,2382,3,2.0
1205 E 32nd St,1941,80,1700,4,2.0
3111 Robinson Ave,1932,89,969,2,1.0
3101 Robinson Ave,1947,74,1510,2,2.0
1907 E 20th St,2012,9,1882,3,3.0
2100 E 22nd St,1930,91,768,2,1.0
1204 E 32nd St,1947,74,1388,3,2.0
3811 Cherrywood Rd,1949,72,1501,3,2.0
3906 Cherrywood Rd,1950,71,2953,4,3.0
3507 Basford Rd,1950,71,1368,2,2.0
3700 Lafayette Ave,1947,74,1064,2,2.0
3313 Merrie Lynn Ave,1966,55,1440,3,1.0
3711 Werner Ave,1975,46,954,3,1.0
3303 Merrie Lynn Ave,2019,2,2333,3,3.0
1204 E 30th St,1937,84,1100,2,1.0
1203 E 31st St,1938,83,1428,2,1.0
1111 E 31st St,1938,83,936,2,1.0
2201 E 22nd St,1941,80,1920,3,2.0
2500 Givens Ave,2015,6,2280,3,3.0
1800 E M L King Jr Blvd,1995,26,1020,3,2.0
3712 Werner Ave,1949,72,1290,3,2.0
1712 Giles St,1948,73,1018,3,1.0
1716 Giles St,1948,73,1369,3,1.0
3505 Hollywood Ave,1939,82,1860,2,2.0
3402 Werner Ave,1938,83,1337,3,3.0
1717 E 38th St,1948,73,1246,3,2.0
3412 Werner Ave,1941,80,968,2,1.0
3509 Vineland Dr,1952,69,1750,3,2.0
3505 Vineland Dr,1954,67,728,2,1.0
3706 Hollywood Ave,1939,82,1568,4,3.0
3708 Hollywood Ave,1946,75,776,2,1.0
3213 Walnut Ave,1955,66,944,3,1.0
3509 Robinson Ave,1939,82,1336,2,2.0
3503 Robinson Ave,1939,82,808,2,2.0
1813 Ulit Ave,2013,8,2032,3,3.0
1406 E 34th St #B,2020,1,893,2,3.0
3107 Dancy St,1938,83,1728,1,1.0
3407 Robinson Ave,1941,80,960,2,1.0
1811 Cedar Ave,2017,4,2300,4,4.0
1709 E 38th St,1947,74,1067,2,1.0
3207 Merrie Lynn Ave APT A,2009,12,1604,3,3.0
1726 E 32nd St,1957,64,1001,2,2.0
1710 Walnut Ave,1939,82,1200,3,2.0
3211 Cherrywood Rd,1925,96,1564,3,2.0
2800 E 22nd St,1924,97,952,2,0.0
2808 E 22nd St,1946,75,884,3,1.0
3412 Robinson Ave,1935,86,980,2,1.0
3702 Cherrywood Rd,1950,71,1302,3,2.0
3706 Cherrywood Rd,1950,71,1356,3,3.0
3002 Cherrywood Rd,1951,70,1152,3,1.0
2801 E 22nd St,1935,86,900,2,1.0
19 Kern Ramble St,1946,75,1160,2,1.0
3007 Breeze Ter,1950,71,2123,4,3.0
3206 French Pl,2007,14,1904,3,3.0
1505 Edgewood Ave,1950,71,1715,3,2.0
3209 French Pl,1941,80,1281,3,1.0
3201 French Pl,1942,79,1800,3,2.0
2005 Chestnut Ave,1920,101,1092,3,1.0
2002 Maple Ave,1961,60,1088,3,2.0
3506 Clarkson Ave,1947,74,756,2,1.0
1802 Miriam Ave,1950,71,1100,3,2.0
2213 Poquito St UNIT 106,2019,2,1125,1,2.0
2507 Weber Ave,1958,63,2072,3,2.0
2606 Rogers Ave #B,2014,7,942,2,1.5
3904 Vineland Dr,1963,58,1692,3,2.0
2205 Curtis Ave,2014,7,3544,4,0.0
1802 Maple Ave,1951,70,1006,2,1.0
1504 E 34th St,1951,70,872,2,1.0
3113 Lafayette Ave,1939,82,1393,2,2.0
2808 Lafayette Ave,2012,9,1953,3,3.0
2202 E 20th St #B,2016,5,844,2,2.0
12 Kern Ramble St,1947,74,1366,2,1.0
3808 Sycamore Dr,1953,68,1544,3,2.0
2309 Lafayette Ave,1928,93,840,2,1.0
2611 Oaklawn Ave,1955,66,960,3,1.0
2109 Chestnut Ave,2020,1,1890,3,4.0
3300 Denver Ave,2020,1,1725,3,3.0
1912 Antone St,2007,14,2345,4,3.0
3703 Grayson Ln,1949,72,1030,2,1.0
1610 Sanchez St,2000,21,1463,3,2.0
3905 Sahm St,2007,14,2324,4,3.0
1907 Greenwood Ave #B,2008,13,1740,3,3.0
1706 Sanchez St,2012,9,1577,3,3.0
1707 Clifford Ave,1952,69,1076,3,2.0
3702 Grayson Ln,1949,72,1667,3,2.0
2008 Antone St,2008,13,2710,4,3.0
4016 Camacho St,2007,14,2310,4,3.0
2004 Encino Cir,1968,53,1692,4,2.0
2006 Encino Cir,1969,52,1510,3,2.0
3916 Hermalinda St,2008,13,2122,3,3.0
2100 Palo Pinto Dr #A,2019,2,1859,3,3.0
2708 Tom Miller St,2010,11,2809,4,3.0
2104 E M Franklin Ave #B,2017,4,1696,3,3.0
1811 Mckinley Ave,1966,55,1861,4,2.0
1916 E M Franklin Ave UNIT C,2014,7,2296,4,3.0
1931 E 38th 1/2 St #62,2016,5,1650,3,3.0
3909 Vaughan St,2014,7,1716,2,3.0
4020 Berkman Dr,2009,12,1796,3,3.0
3310 Denver Ave,2011,10,1482,3,3.0
1912 Tom Miller St,2008,13,2075,3,2.0
2501 Moreno St,2015,6,2328,4,4.0
2954 Higgins St,1947,74,1360,3,2.0
4041 Threadgill St,2009,12,2122,3,3.0
2932 Eckert St,1948,73,1021,3,1.0
4029 Threadgill St,2008,13,1720,3,3.0
2942 Eckert St,1948,73,1100,3,1.0
1903 Greenwood Ave,2018,3,2282,3,4.0
2931 Eckert St #A,2007,14,1600,3,3.0
2108 Emma Long St,2008,13,2001,3,3.0
2935 Moss St #2,2020,1,862,2,3.0
2936 Higgins St,1947,74,1376,3,2.0
1802 Loreto Dr #B,2019,2,1098,2,3.0
4013 Briones St,2015,6,1560,3,2.0
2948 Higgins St,1947,74,916,3,1.0
2409 Moreno St,2015,6,2023,3,3.0
2124 Mccloskey St,2009,12,2196,3,3.0
2935 Eckert St,1948,73,1375,3,2.0
2021 Emma Long St,2008,13,2710,4,3.0
2009 Greenwood Ave,1969,52,1206,2,2.0
2509 Moreno St,2015,6,2192,3,3.0
1810 Sanchez St,1955,66,1158,4,2.0
1808 Sanchez St,2018,3,2300,4,4.0
2955 Higgins St,1957,64,778,2,1.0
4008 Teaff St,2015,6,1560,2,2.0
2925 Higgins St,1948,73,1312,4,2.0
2033 Encino Cir,1969,52,1328,3,2.0
1711 Loreto Dr,1965,56,1574,3,0.0
3917 Vaughan St,2015,6,1964,3,3.0
2106 Greenwood Ave,2019,2,2055,3,3.0
3703 Tower View Ct,1953,68,1226,3,2.0
1916 Mccloskey St,2007,14,2221,3,3.0
4117 Lawless St,2007,14,2122,3,3.0
1902 Greenwood Ave,1942,79,888,2,1.0
1932 Littlefield St,2008,13,2234,4,3.0
4200 Nitschke St,2015,6,2192,3,3.0
2308 Tom Miller St,2007,14,3329,4,3.0
3902 Tilley St,2016,5,2194,3,3.0
2100 Palo Pinto Dr #B,2019,2,1100,2,2.0
3901 Briones St,2015,6,2323,3,3.0
1402 Greenwood Ave,1961,60,840,3,1.0
2805 Sorin St,2015,6,2034,3,3.0
1707 Mckinley Ave,1962,59,720,2,1.0
4011 Vineland Dr,1963,58,1828,3,2.0
4108 Berkman Dr,2010,11,1576,2,3.0
1921 Emma Long St,2007,14,2345,4,3.0
1925 Antone St,2007,14,2919,4,3.0
3406 Cambridge Ct,1973,48,1776,3,1.0
3903 Vineland Dr,1958,63,1800,3,1.0
3016 E 16th St,1947,74,836,3,2.0
3505 E 17th St,1940,81,2072,3,2.0
2520 Tom Miller St,2008,13,3700,4,3.0
1813 E 39th St,1954,67,1575,3,2.0
1407 Greenwood Ave,1968,53,1872,4,2.0
1916 E M Franklin Ave UNIT A,2014,7,2503,4,3.0
3101 Mccurdy St,2014,7,3249,5,5.0
3409 Banton Rd,1949,72,1800,4,3.0
1801 E 18th St #B,1935,86,1153,3,2.0
2509 E 10th St,2009,12,1578,3,2.0
1604 E 13th St,1928,93,1262,3,2.0
1507 E 14th St,2018,3,1911,0,0.0
1306 Comal St,1998,23,1788,3,4.0
2100 S L Davis Ave #1,1920,101,1428,3,2.0
1035 Nile St,1976,45,1533,3,2.0
1203 Cedar Ave,2003,18,1750,3,3.0
1709 E 18th St #A,2012,9,1796,3,3.0
1402 Cedar Ave,1963,58,590,1,1.0
1009 Nile St,1976,45,1780,3,3.0
1400-1402 Cedar Ave,1957,64,590,1,1.0
1011 Walter St,1984,37,1423,3,2.0
2203 E 18th St,1940,81,1008,2,1.0
2405 E 11th St,1945,76,938,3,1.0
1612 Miriam Ave #B,2006,15,1830,4,3.0
921 Walter St,1984,37,1103,3,2.0
1187 Coleto St,1929,92,526,0,1.0
909 Walter St,1984,37,1388,3,2.0
2100 E 14th St #A,2015,6,1736,3,3.0
1810 Poquito St,2013,8,1800,3,3.0
2206 New York Ave,2016,5,3023,5,4.0
2301 E 17th St,2017,4,2255,4,4.0
2901 Glen Rae St,1984,37,1050,3,2.0
1700 Ulit Ave,1940,81,1305,3,2.0
1208 Walnut Ave,1955,66,854,3,1.0
3009 Kuhlman Ave,2018,3,1849,3,3.0
1909 E 18th St,1939,82,800,2,1.0
2411 E 11th St,2019,2,1575,3,3.0
1407 Singleton Ave,2019,2,2318,4,4.0
2709 E 14th St,1985,36,1308,3,2.0
1003 Glen Oaks Ct,1985,36,1163,3,2.0
1207 Coleto St,1920,101,1232,4,2.0
2202 E 12th St,1935,86,1636,2,2.0
2205 E 13th St,1925,96,2337,4,1.75
914 Walter St,1977,44,1578,3,2.0
2106 E 12th St,1930,91,1178,2,2.0
1008 Walter St,2018,3,1835,4,3.0
1807 New York Ave,1939,82,1179,3,2.0
1707 Cedar Ave,1950,71,1008,3,2.0
2401 Bryan St,1942,79,1092,3,1.0
1905 Sl Davis Ave,2017,4,2053,4,3.0
1901 Sl Davis Ave,1939,82,1090,3,3.0
1705 E 14th St UNIT B,1968,53,899,3,2.0
2013 Tillotson Ave,1935,86,744,2,2.0
1307 Cedar Ave,2001,20,1092,3,2.0
1209 Salina St,1930,91,630,2,1.0
1304 Leona St,2016,5,2235,3,3.0
1916 E 11th St,2017,4,2356,3,3.0
2819 E 14th St,2016,5,2300,5,3.0
2005 Pennsylvania Ave #B,2013,8,870,2,2.0
1307 Alamo St,2013,8,1012,2,2.0
1126 Lincoln St,1931,90,624,3,3.0
1409 Singleton Ave,1949,72,960,2,2.0
1703 Walnut Ave #A,2015,6,1472,3,3.0
2504 E 13th St,2017,4,2009,3,3.0
1302 Cedar Ave,1925,96,1208,3,2.0
2604 E 13th St,2019,2,1850,3,3.0
1311 Singleton Ave,1925,96,1300,3,2.0
2108 Rosewood Ave #B,2019,2,1129,2,3.0
1612 E 13th St #B,1955,66,1886,3,3.0
1209 Chestnut Ave,2014,7,1917,3,3.0
1702 E 17th St,1948,73,2216,3,2.0
2101 Pennsylvania Ave,2017,4,1200,2,2.0
2016 Peoples St,2020,1,2740,5,4.0
1309 Cedar Ave UNIT B,2018,3,1080,2,2.0
1600 Singleton Ave,1928,93,960,3,1.0
1304 Coleto St,2020,1,2100,4,3.0
1131 1/2 Poquito St APT B,2013,8,1098,2,2.0
1902 E 17th St #2,2015,6,874,2,2.0
1129 Poquito St,1996,25,1050,3,1.0
1304 Chicon St,2008,13,1349,3,2.0
1302 Salina St,1945,76,1300,3,2.0
1606 Maple Ave,1946,75,654,2,0.0
1908 Pennsylvania Ave #1,2019,2,1488,3,3.0
2000 E 14th St,1945,76,1137,3,2.0
2002 E 14th St,2002,19,1301,3,2.0
2304 E 13th St,1930,91,1146,3,1.0
1304 Alamo St,2008,13,1543,3,2.0
1127 Leona St,2002,19,1408,3,2.0
1801 E 16th St,1920,101,882,2,1.0
1211 Walnut Ave #B,2007,14,1632,2,3.0
1710 Chestnut Ave,1948,73,1881,4,0.0
1307 Coleto St,1930,91,972,2,1.0
1119 Lawson Ln,1988,33,1146,3,2.0
1601 Miriam Ave UNIT 115,2007,14,640,1,1.0
2205 E 17th St,1961,60,1054,3,1.0
1111 Lawson Ln,1984,37,1018,3,2.0
1109 Lawson Ln,1985,36,1260,3,2.0
1181 Greenwood Ave,1940,81,1600,4,3.0
3308 Goodwin Ave,1953,68,1971,4,2.0
1403 Sanchez St,1940,81,1060,3,2.0
1128 Linden St,2015,6,2704,4,3.0
1200 Henninger St,1948,73,720,2,1.0
3409 Kay St,1954,67,1080,3,1.0
1602 Sanchez St,1985,36,1344,2,2.0
1106 Fiesta St,2018,3,1836,3,2.0
3017 E 14th St,1947,74,958,2,1.0
1022 Linden St #B,2017,4,1039,2,3.0
1022 Linden St #A,2017,4,2297,3,3.0
3110 Govalle Ave,1940,81,1218,3,2.0
1117 Linden St,1944,77,1584,3,2.0
1122 Tillery St,2013,8,1559,3,2.0
1121 1/2 Henninger St,1953,68,2433,4,3.0
1174 1/2 Bedford St,1939,82,1200,3,1.0
1210 Harvey St,1960,61,1460,3,2.0
1182 Ridgeway Dr #A,2017,4,1944,4,4.0
2900 E 14th St,2020,1,2228,3,3.0
1404 Sanchez St,2015,6,2250,3,3.0
1123 3/4 Gunter St,1936,85,684,2,1.0
1171 1/2 Hargrave St,1946,75,625,1,1.0
2902 E 13th St,2011,10,1824,3,3.0
2921 E 14th St,2007,14,1500,3,2.0
2812 Oak Springs Dr,2018,3,903,0,0.0
1608 Clifford Ave,2002,19,1109,3,2.0
2904 Webberville Rd,1948,73,784,2,1.0
2906 Webberville Rd,1950,71,760,3,2.0
2905 Glen Rae St,1955,66,1700,4,3.0
1109 Fiesta St UNIT 1,2017,4,1100,2,2.5
3405 Pennsylvania Ave,2019,2,1380,3,3.0
1012 Muse Ln #16,2016,5,1700,3,3.0
1185 Greenwood Ave,1940,81,1658,3,2.0
1188 Greenwood Ave,1964,57,1260,3,2.0
3014 E 12th St,1946,75,1507,4,3.0
3323 E 12th St,1954,67,1325,3,2.0
1121 1/2 Gunter St,1937,84,992,2,1.0
3125 Govalle Ave,2015,6,1969,3,4.0
1167 Ridgeway Dr,1958,63,959,2,2.0
1024 Linden St,2018,3,2556,4,3.0
2804 Crest Ave,2000,21,1035,3,2.0
3500 Pickle Dr #B,2019,2,1254,2,3.0
1181 Pandora St,2001,20,1344,3,2.0
1113 Euphoria Bnd,2015,6,1656,3,3.0
1162 Ridgeway Dr,2005,16,1319,3,2.0
1184 Ridgeway Dr,1962,59,1400,3,2.0
1186 Ridgeway Dr,1940,81,1680,3,3.0
2607 Sol Wilson Ave,1947,74,990,3,1.0
3502 Pennsylvania Ave #2,2020,1,2088,3,3.0
1176 Pandora St,2004,17,1083,3,2.0
1121 Gunter St,1937,84,900,3,2.0
3012 E 13th St,1950,71,1319,3,1.0
1206 Greenwood Ave,1959,62,970,2,1.0
3405 Charles St,1967,54,1296,4,2.0
3400 Kay St,1950,71,984,3,1.0
3002 E 16th St,2013,8,1754,3,2.0
3303 Thompson St,1964,57,988,3,2.0
3014 E 14th 1/2 St,2018,3,2155,3,2.5
2936 E 14th St,2017,4,2047,4,3.0
3022 E 14th 1/2 St,2018,3,1725,3,3.0
3019 E 16th St,1950,71,1315,3,2.0
1407 Harvey St,2013,8,2373,4,2.0
1117 1/4 Gunter St,1945,76,744,2,1.0
1183 Hargrave St #A,2006,15,1493,3,3.0
1207 Greenwood Ave,1959,62,960,3,1.0
3007 E 14th 1/2 St,1950,71,1608,4,2.0
1147 1/2 Gunter St,1940,81,1400,2,1.0
3010 E 14th St,1937,84,1025,2,1.0
3014 E 14th St,1968,53,1080,3,1.0
2508 Rosewood Ave,2000,21,1344,0,0.0
1145 3/4 Gunter St,1938,83,916,3,2.0
1183 Greenwood Ave,1998,23,500,1,1.0
3011 E 14th 1/2 St,2020,1,1946,3,3.0
3010 E 13th St,1952,69,1377,3,2.0
1800 Webberville Rd #B,2015,6,1685,3,3.0
1804 Wildrose Dr,1962,59,1772,3,2.0
4713 Louis Ave,1953,68,884,2,1.0
1718 Hillcrest Ln,1965,56,1020,3,1.0
4702 Santa Anna St,1958,63,673,2,1.0
4704 Santa Anna St,1958,63,1040,3,1.0
4706 Ledesma Rd,1959,62,624,2,1.0
1117 Garland Ave #A,1964,57,820,2,1.0
4904 Louis Ave,2014,7,834,2,1.0
1728 Hillcrest Ln,1965,56,960,3,1.0
1305 Webberville Rd,1986,35,1832,6,2.0
1138 Mason Ave,1954,67,890,3,1.0
4710 Louis Ave,1956,65,624,2,1.0
1408 Penny St,1951,70,880,2,1.0
5332 Tower Trl,2007,14,1436,3,2.0
1147 Webberville Rd,1955,66,1040,3,2.0
5610 Northdale Dr,1964,57,1700,3,2.0
5102 Stone Gate Dr,1965,56,1456,3,2.0
1623 J J Seabrook Dr,2003,18,1600,5,2.0
